form	categorical_judgment
K a h a k ó N à m a i V J V a ě m è D ǒ N a ú J v v	grammatical
M ě x T a a t ǔ W A x G i x a a j L R K G ú a j h K	grammatical
N a H B X à ě ó a ǎ G M A I W a q t H ò L a a g a w	grammatical
P á ǒ ó ò Y ě a P s a a à a a ǔ k ǒ r l t t X t j è	grammatical
Q P è a ǎ t a ò o ě m z a m F P ě p l Z a E p V a X	grammatical
S ǔ ǔ o m a a t Q a C D a L h H ǎ ǎ Q C I a q Q t ò	grammatical
T R t P ù j ù é a a a a a è ú p t U h A N t r T G F	grammatical
U z K a O ǔ q a v x a ǔ k H a s u ě ó W l a ó W Y r	grammatical
W a é k A l T a L x A A a X a y v U M a m è a f ù K	grammatical
X z z a M á r t u a à V v a V N q l ǔ ǎ T a a q ě B	grammatical
Z J ě a a X a a N y ó é l a y p ǒ c t d O E C T t ò	grammatical
a à a x ò C m J V E i p ù G á G a q a ó g C P F r a	grammatical
a ǒ X T è a t i F a A h a a p q L ǎ g ù T P Z O M A	grammatical
a F m A q a J y w Q a n a P p h B ǒ a E Q G E j y j	grammatical
a N l C E X s a a U ò a é a b n é y t B n c w X p v	grammatical
a U h a M a T T a m a k i C b C g R F s o e f a S u	grammatical
a a A ě G a o X Z á w n y Z a ǎ a T E s N m y d n j	grammatical
a a g à a R K r E r ù a T W P v ó a i o I R ǒ t ě B	grammatical
a i a F a N ǔ N ǎ G L P w y h ò a è ǒ B s x G a N j	grammatical
a o g l ó U n ě ě o n t ǔ a a j T ú X a Y m o X a n	grammatical
a u J á E ǔ L ǔ q n C w a ǒ a a K p à J G G è a P I	grammatical
g ǒ M I Q Y x T a P a L V a Y à ó R ù V H H a a u V	grammatical
h a p a g m D a ò ó N a M I i p T x ǒ p a d c a x ù	grammatical
i v k a F m ò a a a i ó O G Y s a q Y R K P X e G Q	grammatical
k ǔ p g u a á ú T a g a ó S M v y a a ǒ i i E á t m	grammatical
l T h H h i J Y a a j q a ó é a K E j ù i a P g d J	grammatical
m l z r r a x á N à m t ó a i B a ǎ u C m X S a a h	grammatical
o ú a w l G ǒ a o y z y a a è I B Q y a T j W y W l	grammatical
p Y a ó ǒ r H a B m ě a k è v a E W a ò ù R n c J N	grammatical
q s a V ě a y a P u a J H k ǔ i a T g O p k D x N M	grammatical
s a E l a z t t a O G ǔ L a j D J z a j q U j f S S	grammatical
t y v O a N T a ú T K V w é o A a ǔ q a o a l à r ǔ	grammatical
v O C a S G t L á ǔ l J a g x è q a a a c M c e G ú	grammatical
w n a á u a ǒ a ú y x ú a P C a m j r v l V E E p k	grammatical
y Z M a R w L ǎ a m v u g E Y B a h D z ǎ a a ǒ Z z	grammatical
ù ù ě W ě ó B á à Z X ě S M H C b J D z y á T b F D	ungrammatical
ǔ F o ó S o ǒ m E X g O m H z ù á e N q F é Y Q M r	ungrammatical
á R z ě R z N E E e n H J c Y Z k ù G f s m ǔ X d b	ungrammatical
à c E v I c B O á X E J m á H m b ó B Y ě k p a Y Q	ungrammatical
ǎ x C é x g D è v o E E X o P é F C Y y t ǔ Z i ò X	ungrammatical
è N ó ò ě é s D J W á n F X Y ě e h A p I K F J ò f	ungrammatical
ě f n h F V ě é N M o K ú E y T U K u ú i ě c y i j	ungrammatical
ó n d ǔ p ù I j l á N w ǎ b x P M g d T g C e E h p	ungrammatical
ǒ é p M N Q Q g O u N U ó Z t l v b h r ò E s O u w	ungrammatical
ú L j f V e ù u ù Z P i e n S ó E C A U i ǎ D I q q	ungrammatical
A o t j F j g H T ǒ X o b ǎ r ǔ é ǎ t u U w V X Z l	ungrammatical
C à q u C S F y o è E m è ù R U è S d I M V G ó ó ě	ungrammatical
D Z ò ú L ò A j c q q ǎ f s x l é x Q f y K ě I à f	ungrammatical
E h k e g u j d O L W u Q C t L h ǒ s P a q T r L K	ungrammatical
G á é t l a á n N Z q ě T I s y V ǎ Q ú e o q V ě y	ungrammatical
H L g t f x p o b X t Z è v j N c ú O o h á D Y M a	ungrammatical
I Z C R ú ó K L l J C n V H w F n ě K m C j t ò N J	ungrammatical
J k E O d r U n l à C L U M S S e H F ú x U q S c ǒ	ungrammatical
L ǔ á z s b b l M ǒ o i B t J á ó C x K á l à é c a	ungrammatical
M ó à ó g r ù t Y N r r u à C y I L R s ǒ ú ù g m a	ungrammatical
N B k i ǒ ò B n l h s X A x s ó M X u l r n Z Z k G	ungrammatical
O V Z w E q W p U x h ù g A ò h Z q t i i i L r ù è	ungrammatical
P i h v o y N E z ě k D N x G Q Q s e D D ǒ U v B y	ungrammatical
Q w T v f F ě ò é a W F U i s S à Q y ò f ù O t f ǒ	ungrammatical
S G è M ù v t s B b n b T d D I z U N a h o M j a x	ungrammatical
T b y V ó E ú à K O G I Q b Y x ǔ ù D O T A B U c U	ungrammatical
U w T M é M g c ó ě C l t c V q E g N H e é c B J R	ungrammatical
W G N M á ǒ o á o t é ù S Q D o T m y C s L K ò k U	ungrammatical
X d H c Q w K S S w a d D ù v X C O G ě I à ǔ Z j n	ungrammatical
Z G e P d S s Q W p ě á s g v I b q ù l ú a Q p r h	ungrammatical
a X y w U á X A W ò j C U é f O k m y s z é F b e Q	ungrammatical
b m o s è f Z Y A C p E r q ù n J R h w ò ǒ m L n Z	ungrammatical
d B ǎ é U f n y ó H ǔ N ó f ù d J á Y X A d V a V O	ungrammatical
e X l r i H é n R W P F c h q a H á I C H S à s G ú	ungrammatical
g ù Q F P P O L r d k v C O d F C N R F ǎ t A ò Q ú	ungrammatical
h B W u E ó ò X r y r z f L n ǔ m W m X ǎ b r u o b	ungrammatical
i N q q X j N L à w è R m p e à P è b J á Y T N D u	ungrammatical
j c d t à R W w n m a y u f l ǒ a a A O K S A J B v	ungrammatical
k n c p H R A y Q h L V Q q b W à ǔ d ǒ O p n R X e	ungrammatical
m E v M S L D J q s F u A L Q u q q x p D F G M A v	ungrammatical
n N N c à B I J r A H E f k ǎ u ǔ D g ú y c m á N x	ungrammatical
o R j v ò ù R ù D Z à U P o q ě H P K s D x r ǔ w E	ungrammatical
p d m G q G z g O r B j è F P n B d é A ó E N ǔ q N	ungrammatical
q m j W j u ò J è x ǎ H c y B y j s B o k w N b T X	ungrammatical
r x B ù á H E ò J m ó Y K A Q k b y z T a T g y B X	ungrammatical
t P r F Z C V S ù v r i A g u g X T à e è m S u J k	ungrammatical
u Z ù L y F T Q s à Y n G C o X N H f I ǔ t C é h X	ungrammatical
v u U U L F V H q é x z P y x N W O D C R V W l F K	ungrammatical
x J O c d V R x s w y h r ù I v E i q ú x O N e i u	ungrammatical
y e ò ú Q M w t ò v J y w S ǎ z c T J w s ǎ r m X I	ungrammatical
ù ù a y j X a a g ǎ ǔ ě I p ě R A F a x ó m a P ù N E	grammatical
ǔ V E g Z a á o a a E R n á y v a G U n B ó a á C G i	grammatical
á m D I y é a a a a G R O a k A ǎ y p t y q I F ò d V	grammatical
ǎ X E K C E a Z ě Q ě ò Q w a a s F u ó Y v ú D a a E	grammatical
è è a N p ò a a O a ó O ǔ ǒ k h á M i a l L ǒ B b f l	grammatical
ě a ǔ ě k A a G a m I J y E g a è r ù ǒ Q ǎ C A ú a A	grammatical
ó v E q w a a r ǎ i ǎ F U a V r W g a W ě v a N D b ǎ	grammatical
ǒ H g a z L B a O k ǔ ǒ ǒ O a a Y i a à C H l r á j K	grammatical
ú a z j z á N ó a h ǔ o z a è z w r ù k é a z r a ú e	grammatical
B I S s k a l ǎ u ě ǒ ě W o U a h p T ò D A Q a a a N	grammatical
C a L ǎ v p K é D a a a G à D E à è S R S a W V G I z	grammatical
D m a v V J p ó K i a U ù h a i N H E a u F j a w w O	grammatical
F ǒ ó V J a ò a t Z Y L a H ú ò Q j Q L n m a H Y a m	grammatical
G O a C a L p x O Y ò a o I P ǎ R a V a H Y w z ě N ě	grammatical
H t ǔ i S D x a H w C u m C w ù Z U N t a a q a a S ò	grammatical
J U T z p Y A K U k a J a G é a a N H a g r r X H a m	grammatical
K r ě D a O z Q ě M o a a K M G ó a X r i h r K S ǎ a	grammatical
M H a Y k ǔ m ě a u p ǎ P ó i A a a ò a U a l q E G J	grammatical
N a n a w L a ù Q y ó a ó o Y ó U E q i ě ě J a y h V	grammatical
O z P s E a a P J V C ú s à i è n g v a a a j F B a K	grammatical
Q O D W a a a a R y ǒ X R a R M p ù V ú ǒ d ò Z b E P	grammatical
R s a C u F á p a Q a m W w a a Z c e Z d i o ó E o p	grammatical
T T I a h i Q ě R D a ó T r ù k R n Q Z T a a t á I a	grammatical
U r o a a V ǔ n W M a a y è X u U i s U V R é Y A à a	grammatical
W E a q X a W L a ǒ g s a W a ú Q Z T ò t J M é à b x	grammatical
X a m s a P é a a á m Z O B G g X m E j ó r ú B a o Z	grammatical
Z R k u n R t a y U w a a S ò K m P a a s ò j P U V j	grammatical
a à a F J S n E Q ě O a q à J C G ǒ Z a a r n M L a P	grammatical
a ú ó ǎ C A j z ǔ ě Y V p a V ǔ S ò v C V a a X z ú a	grammatical
a F M Z J p a S R z a ǒ I á E F C a K y l B j a q c w	grammatical
a M P a a a ǔ ǎ o O a Y K a L L y A E q t V C q W z p	grammatical
a U a R p l a J à x l M a ó T C W g V á m r M a b ǔ c	grammatical
a a è a a W H r é S H B o V é m ǒ a c ǎ b Y a ǒ d T i	grammatical
a a h W a ò ù K L P X Y k i o à a R n a J f Y s m c ó	grammatical
a j y ǎ O r z a B ǒ w a ù ú V M ǎ ò a s y y a F Z W H	grammatical
a q k w j g a W g n I a u u w j a ǎ a F ǔ S o G J L ǔ	grammatical
a y a è Q N n o j a N G r ó I B K a O I è t H H j a ě	grammatical
h D V Y F h ǒ a K U s a W t C ě ó u y B a r v a z I a	grammatical
i a ò a ò ě I q y a k W R H k a h ú V q Y a M Z H u m	grammatical
j t z ó a G F a K H t ě ǒ a W a L v a l d T A e n h w	grammatical
l T S R u G a x r W à a á P U D a h y ǎ a M a r á á m	grammatical
n ù l J ě Y a J a U z V a ǒ è I R a a I H E X ó d á p	grammatical
o Y ò P é ó u a P l O a à K R P G ǔ á a á a á ò R a f	grammatical
p y y ě a ú Z a g ǎ ě a n ǔ G a l S S B Q D ó a Q ó s	grammatical
r G á k l ù s q a m j H Q a ù o Z J w o a y l a a e F	grammatical
s o Z Y V ò a r a a X a v u w X j F n Q h p è m a ǒ q	grammatical
u T ú ó ǎ D a a á D Z p a D m z D s á t a g B s a V b	grammatical
v h L ó K w a a a ù w ò P s E U H o u v X T a N z T a	grammatical
x ò p a a ù V r ù s é O à k w X w P R a ó z n ǎ a a i	grammatical
y V s w A i a à á a G k E é t é S i a a a l ǎ T u è ǎ	grammatical
ù ǔ F ě M M d m Q Z J à b l f F E e ǒ H m L ě e e U q	ungrammatical
ǔ S J e k d z ǒ N L ó ú n l F j ě ó e s ò H V ǒ n e Z	ungrammatical
á v U V R J q x M H Z ǔ l á ò S è D M à v q y s X h U	ungrammatical
ǎ B ě U s ò ú d M ù z V c è G i v f w à v w f L x r ǔ	ungrammatical
é B L w b B S i à P b ú y k n y f M G W k ú u ù M ú H	ungrammatical
è Y j à K o O s ǔ b ě F E l p P F t r y S N Z è d D M	ungrammatical
ě g K H Z X t ǔ A C t I s ù I Q v y r z S o T Y t t d	ungrammatical
ò ǎ e à D l M J a Q K á c C N O d f x z r v K v n ǎ A	ungrammatical
ǒ N d e v a H g a B g G à ǎ a A á J q n ù e N à A x à	ungrammatical
ú i ù B h C W I X è i ú w g è f z e X C é ǒ Z ǎ g a S	ungrammatical
A t Z U E C v ǎ x r ù T ò m N á k ǒ I C K A ǔ A a ò S	ungrammatical
C D X u é B I C P C v h ǔ M ě á M M y F z F R b t c E	ungrammatical
D K j ú B U N ě W P N J U l I p A G i z ó D l h á H l	ungrammatical
E V à F A W ǔ ě M ǒ r A Z t ě h ě o E H y X Z H f F è	ungrammatical
F e a M W k o n q ǎ y s r M ǔ Q J n ó b G y N X w è f	ungrammatical
G x ú b W a c X ó U K a ǒ ó e è E s f I w ǔ i X y ǎ p	ungrammatical
I J k c i x k s ú D o b ù ó G é K v W m y ó v a G é f	ungrammatical
J g è E z K E F Y é G T i Z ǒ ù q q X G U x N e y A E	ungrammatical
L ó F G t J e G c w Q é x U j M h E T d s z R ě W N S	ungrammatical
M L O o n g R ó b Y ǒ a v L L R G R X D w t g V J v l	ungrammatical
N h p V H x v d L ú à f z D y U h x L ě ǎ t ù h a c u	ungrammatical
P ǔ L i u D a p k J x W A C S q O W Q r U N A g L r i	ungrammatical
Q G g ě I M j U é e ú a j g i q v t C Q J j I K ò á c	ungrammatical
R Z b D i I K K X L X H F é ě b l x q B Q J v a T f K	ungrammatical
S w è j n h b B G g b s z w j k s l a L t é U l z c F	ungrammatical
U U n Y T h l z à x x W è ò ě T n j f c Z y Q k W s K	ungrammatical
V q A n i T U P J B ě ǔ j y j L Z m i J e e G Z f d U	ungrammatical
X K ò O w r k v ǔ ǔ e z U O H O ò K g J K V Z Z ě K P	ungrammatical
Y N F ě è J v K s á ó q Z G u A ǒ m b p E J M x W é J	ungrammatical
Z e L ě O T I ò P Y h S ǔ s V ó b ǎ C Z O p ǔ M r z ú	ungrammatical
a u á g I K H S t f á Y F q b u n à e D P z z ǔ Q à A	ungrammatical
b v T g h X ù M N J J v P e D I u g a ù B p ǎ D v t V	ungrammatical
d ǒ s z ǒ l d c ó C t L r t ǎ m r x b k X q à S b N f	ungrammatical
e J V P x ǒ ù F Y m ó K p J y R t G r c w v Q n Q o i	ungrammatical
f S Y g o t p d r ǒ a p E p X k i c q u ě á a l q h m	ungrammatical
g X s d i G M a W i R ó t v z U ǔ Q q j t F f C ú à s	ungrammatical
h f W ǒ W f E l M j f D é b ò á ǒ c I T ú ó s á e ú J	ungrammatical
i t D u x X c ǔ R J ǎ j t y w o P ó w X A n j J j ǔ P	ungrammatical
k B P g k T K ù M M R x X s r E ǎ L K S H f t Q K é F	ungrammatical
l c X d a o N O l ò n R ò g b T v x á p A k O T G L d	ungrammatical
m z c n t s ó u u J V L T ù i W ù B S r k N ó w M f é	ungrammatical
o ǒ x x R s r h ǒ ǒ l p ǔ v G ù k ù k W I M Q t B Z Y	ungrammatical
p J t F w è W á H o á g M A P z x c g d S p Z ù H ù q	ungrammatical
q f i v V à I ě b é m C B z j é x o q ú t q Q y z C Q	ungrammatical
r q w w t d I T a Q U o D v H Y S y B Q ù Z H G Q ǎ ǎ	ungrammatical
t é x t v p ù F ě I ù S L c ó f v à H C S Y X e F s E	ungrammatical
u T N ǒ l à h u j Y M n I ǔ v ǔ F H U g n m k x ǔ w S	ungrammatical
v j g U Z a N e ǎ à é é è à Z n L H R x ò d P o j ǒ S	ungrammatical
x H H J á d j L g s à a ǒ I k Z è W T ó j P N m B ù u	ungrammatical
y e d r H W Q f ǎ è v ǔ a a F à é r ú L a c v Q Q R J	ungrammatical
ù ù Q ě v a o ó a a é á ù T l ù D G ú a I A a Y Z ò ú ù	grammatical
ǔ a n X G m a W è ò r H R g ù V a h t à z a E T S a h v	grammatical
á u Q A a a a a m B E a b c U h g T ò H é ù S ó à n B m	grammatical
ǎ a ǎ W a s p X F ú p A ù à ù B v B a V a Q ó P U a e m	grammatical
é t L ò V k ě R k L L C a X n a ǎ a i z a C y P h a j ù	grammatical
ě S a a a p ò o z H D u A z a q v ě q ù W l P a ǔ K e T	grammatical
ó h t a ò à n a K a v V X B w è A Q a w h C a S C k Y r	grammatical
ǒ D x è a D ě ò G y N a a Y O ú u t ǔ L a X i J ě Z a y	grammatical
ú h a t J a ò S à g s ǎ Y W a a N Z a ó X l á O a C E b	grammatical
B ě i x R u a s K ó G Z D a r h t X r a a o a ě G ú N w	grammatical
C h a z u a Z C h ú a v a A O a V ù e q A ǎ a Y o t X I	grammatical
E ǒ ú a h w a ú ù I x a ó a u W h y a Z v j h w t ǒ y Q	grammatical
F g G u ú a a é I r P a a a ǎ R ù ǔ t ú f m I X c à Y D	grammatical
H ú a n T a ò a a W m E a ǎ ó y S N h S e à k p H ó v c	grammatical
I a u a U B a g Z N a L F N a M C q u Z n k l T ù G ǒ V	grammatical
K à w T g n R k h z X X P t a j U K A a r Q à a a a I G	grammatical
L W ó U G ǒ I I a a é U M a B u j g F s a a W V q p s ǎ	grammatical
M a p G Z F B F n s è R H B a a a D K S S U ě a h G G b	grammatical
O ě w ǔ a n a I Z O a S D à w y w j n p v v a ǒ J a á E	grammatical
P U I r L k L w t Q a ǒ a a a M x a z z E c p R c n G C	grammatical
Q z a a a w m O ù á ò B H x i O g q v ě y ó é a O a L c	grammatical
S a E Y o a E g a j B a T q a Z i v R U ě Y á ù A R H s	grammatical
T a o ǒ a a I i g X a a J v m R ǎ W ó p L G ò F m M w r	grammatical
V T ě V ú C B Z n U B s a W O a l a m Z a v ě a m S H n	grammatical
W a ú x a V a á I a x ǔ ě V a h o q S u A v r ǔ e c e z	grammatical
Y ǔ G ǔ q R a i ú a Y Q è N a a é S Q ó Q P k a h B z c	grammatical
Z D j m X ǔ H a r ú T a á a a a m H j T x x m C k o t v	grammatical
a à a z G w u K n r a a a ù T f Z r è ě x d Y Q B s M U	grammatical
a ú O a a A W a F k j g ě F K C I B T P F G n p a f à N	grammatical
a G ě ò I s a a i r m x o a g V a C r ò s l v i Y K M j	grammatical
a M y r a L a K ǒ j ǔ M ǒ C g a N ó a n é w V e e f ò Z	grammatical
a U P a a E H B E ǎ Q G a á l G x j k I T H r a v S ǔ e	grammatical
a a á X I T l M s ǒ D ǒ a h n i r ú O H l a O ù á Y p a	grammatical
a a a é k X a i a W S ó z w ò T Y H a U m l F ě ǒ E d N	grammatical
a h a B o K s I ǒ a ě L K x C l p V a é a N z r c d H l	grammatical
a p ò o a g t ú ǒ L ù A X X x P N a a a ú o n b g Q v I	grammatical
a w j D ě E n ó B m ǎ q a V P A M a a v j ú ǒ x à R O a	grammatical
g w X é è k E w n á a D A O a w W n Y p a é T x T L a a	grammatical
i ó a a a B a ǒ a p t s T K N w i U U y ǒ A U b l G H V	grammatical
j R t a i a l D a a P R I Z r ǒ a p K K ǒ Y A à ù q e Z	grammatical
k o u D a B Z ǒ v F v a V w a è a a ò é z t J p t S O ǎ	grammatical
m Y R l v ù ǔ a á u I a t j a g l a à j ǎ é ò x a n t X	grammatical
n a q a y H P a l B O M a ǒ y K N A a t Z u a h é e è ě	grammatical
p I m è V a v a y è a M W ǒ ǎ s g ě Y a U U w é V a a c	grammatical
q a ò Q a ú o a M ó ù ǒ é G è a n é a D w i O q a ǎ ě E	grammatical
s ě L l y G a a h x ǎ a i ù W g ú Q N a é o a a j y I G	grammatical
t a á a R U a Y h K l y a è s a z Q X ò è i t f P J m ù	grammatical
v ù m ǒ z a ě n r N D a a ó a B A a é X v n j é ò U L T	grammatical
w a a G r q á X q a l a j a L h X J y c L C H E O M ǔ z	grammatical
y H a o Y J R a z V ě t ú è a x I G a M Q a R m ǒ ě ò u	grammatical
ù ù ó á t a B R ǒ K h d R j ú I V s F w t R ǔ h Z M N z	ungrammatical
ǔ M è D q Z f ě I x x I x n h T h á O ǎ P R z C L B U B	ungrammatical
á u d d v ě ě ò o m f F O à V ó W O u I p Q Y A m v p i	ungrammatical
ǎ é ǎ D á G A à j X B à t x b J L C n S y Q u i M I S J	ungrammatical
é I A h X c s P á c U o ǎ w w z l F e P O g ù g M Z v T	ungrammatical
è M Q o è N f n t s ù C ó P W g r q ǔ m ù z é r U z I j	ungrammatical
ě b D p W J è f ǒ A M f H K Q ě V x e K E g Z u R s J B	ungrammatical
ó t W L J à D h f e o x W à E R Y K B e N m n e O R T U	ungrammatical
ǒ C O e ǒ k O K c à C L è w j t J i h ó Z m b y c à h L	ungrammatical
ú F S a H v á A O ě u P x q q g Q ó d n à ǒ P ě a á v B	ungrammatical
A P ǒ ú ú m j I V N x s s F d Z u L Q v ù I V y ǔ m b b	ungrammatical
B o b s s b m n ú Y i d V m O H à r ǔ C o H ǔ f Y u c X	ungrammatical
D H R B c h P S C Z x ú X H r n u W b S X l ò W w Y E è	ungrammatical
E T E p A Q q è ò ǎ J ò e F h c S M F o j Q v u G Y D D	ungrammatical
F n P k b m ò r j ǔ é p L s E O q m O r E b X a a A v Z	ungrammatical
H ó e k R X P s D K k E A j w T è g b à x X k é ó p e ú	ungrammatical
I T X E I z x à Q ú ě z ǒ t V S y t z M ó K ǒ l I ù b K	ungrammatical
J x S u ǒ E r k Q V v u j N p n ú ú m D G G L w á Z b é	ungrammatical
L A O F I y A m y ò J y ò K u R l P f s r R J ú a P R k	ungrammatical
M Q V J T s ù n ǔ N à V w e à X L C f c a à k f K h k à	ungrammatical
N e m v w f ǒ n E P x t K W b ú r u x X H D k x H T d ǒ	ungrammatical
O x F J á Q C i v L s H V E F r T è P m y r H F ó f K C	ungrammatical
Q M ú I y v K ǒ B z t s M f g q Q c ǒ c g á e m n F E E	ungrammatical
R d l i é z s G C è b c j n v l y à u e N A X k H V q P	ungrammatical
T é D n k d L a U c e d b h L d h c r Y E D j ǎ è C j I	ungrammatical
U L d z ǔ N G G I T ǔ j P P j w G E ò H ù H g ǒ J u á K	ungrammatical
V f V è i ù B r r T ǎ L O ò f s Z g p à v D N c l o G z	ungrammatical
W t K e B G q E q é ǒ b s W z ǔ w L w J è j ǒ Z G u x T	ungrammatical
Y H k m Q u y l R v O G c C u C m i L è B v ǔ ě ò è é M	ungrammatical
Z Y ǔ j ě ǔ ú k V R G n ǒ f Q á J t M n b ò Z ǔ G ǒ é è	ungrammatical
b ǔ j ǒ g ě K A h D L W B D Q V O è t l J o ù h p m x E	ungrammatical
c D B ó r B p P P s ú C o S ú m H a ó é x ó w j B S B n	ungrammatical
d P d n n è R l k P U j i F w t r Z k v g o i F f d V z	ungrammatical
e T H H x P ò U H F n V W P Q g Z c ó ǔ P w O u C ú ó ú	ungrammatical
f w p ù w è t o ú b Y q e M t ù i Q u r S Z V j b v f M	ungrammatical
h D Q q f ǎ ú M A Z d ǔ u T a j r g k M ǔ m s z b i D o	ungrammatical
i R ǒ c D k C P H z c ǔ c ò à B Z e H é x à Q V s l Y s	ungrammatical
j V p O s C M H D Q h l V K f ǎ R W u W d S g N e E G j	ungrammatical
k x c Z l t ò M I j Z ě r Q B e I ú i j H p C ě ǒ V ǔ w	ungrammatical
m G H Q à d R Q U c ù D R K A H ò z b m P T è c P W g e	ungrammatical
n R m J f T z s A u T E I y ó M á Y J ù N M c T H l D r	ungrammatical
o c v s ú d O ǔ z Y V c à D ó x d s U a ǒ A P B ú p k X	ungrammatical
p q w ǎ k m e E D z p F o ǔ L ǒ b o F I ò ǒ i x i ě w e	ungrammatical
r M d b N è V U à z w à y ǔ ù F ǎ z s Q c ǔ s ò U D q M	ungrammatical
s j ǒ f V n Z h B ú ǒ q V F á R ě P é Z Y O v y r ǎ K x	ungrammatical
u ǒ X y ò u ó G M G B ǔ V ù F ú U ě Q I b p L h y O D U	ungrammatical
v E n ǒ y V à o y c X a u G I s x h o z ó b f A P J r D	ungrammatical
w Q L H s W v J u b G U u D h ó x B d Q O ù é ú R C b à	ungrammatical
x b a A r T D a X N p y Z V ǒ N à H P O G h B B D ě X R	ungrammatical
y h v H D M ú x L z n i k ú v V à ò E n G ě ǔ á G u K l	ungrammatical
ù ǔ A W ó ě ǎ k T U n V a a W Z ú v q a ó ǔ z ù i x a a V	grammatical
ǔ R é i a V ǒ Y X a Z a M N r G V z l a Z a A G O ǔ d m x	grammatical
á l J z S a t ǔ X a l à a q Z H ó t à G l a I z a n t A x	grammatical
ǎ ú y a O m i R V u s a j r Q F x n X Q S Y T a D ú a a M	grammatical
é V W z ò I p Z H a ǒ a k I i ǎ T a Z m a a H I ó M J Q H	grammatical
ě á a v k D a Y R x l U p P a á K v a U a K S x q s g R à	grammatical
ó Z t g m a I é w a a J é ě O a O w à t a q i J V t ó ǒ ù	grammatical
ò a k k Q á q ǎ ǎ U ò K ě à a a F a a p b r p S E ò m x w	grammatical
ú ǎ g K G D S i x a a N W a M a ǔ x ǔ M t k a T A f J s L	grammatical
A N M ó Q a X C n R o ǎ é a h a r ǔ a h T a A Z f ú X X ǔ	grammatical
B h q s u F L ú S h x á t è X ó a s a a C o ú ò C a a O v	grammatical
D ǒ K á à G S a H ǎ V ǎ M m D A N u a B P x x n a l q a a	grammatical
E a ě S a S j N a T O J p A R r s a a p i y o è h e c u á	grammatical
G ě a o E K a ǎ è O i N i ò é q j Q è K á m G a j a a t l	grammatical
H a E a ǒ W G p u w é g a U ǒ t U M k ò ǒ é s a u á W K a	grammatical
J ù j ǔ G X K N B z s A X é l C Y F a D a á E V J a D a a	grammatical
K a ǒ ǒ a K u a N B s G a C H q J a b f S ǎ g s è r h é é	grammatical
M à v z ù é y v ǒ h Y C a T a a a V U u a D E I V d I F V	grammatical
N R p E I z a V ǒ ǎ ǎ á w à a t h ǎ E v j a a B a V y u v	grammatical
P ǔ G M A o A L Z p r K D a ù E a v a m U a á w i a á m E	grammatical
Q F h y B a T Z a ǒ ó ǎ a a p x ò a ò Q V k á L p A g à r	grammatical
R n J A K V ǒ V Z a Z a ǔ W ě ǔ T u L è a r R q a ě á a m	grammatical
S z a a g á Q ú k a J H L V a S q ù j A p n p a è n S s N	grammatical
U F U T Q U O Q w r ó T P j è y a Z è a x a a P m q a F i	grammatical
V j s C Y D O m y C a w N M a x a R h i n a ò M z F ó l a	grammatical
X A ǒ a é O j n p r V á w ù a X i ó x ù z K à a l D a a I	grammatical
Y a k Z ǎ M q ú Q a a J á a x u K ó C z a à a p ó O é ù u	grammatical
a ǔ á N G l S I k H M R a a W D z M T a a s D J M c S s u	grammatical
a ò ě P M a X J a è i R U à D C S é X w D J a j y a o N G	grammatical
a D r N T a ó B V O q ú ǎ a o ó H j H s w m S à è Y a ǔ a	grammatical
a K R é j J á O I a a a ǎ p é B J O P H ě T I I o a F h m	grammatical
a R V a X Q Q R I ě K a à U à ó à L l h ú a Q O s G a Z D	grammatical
a a ù F m a X R V S N B a U C n Q t p K L P o y J a e S m	grammatical
a a Y R a v á G Q g G S ǒ a ó q ú l ǎ w j è ě ò a ù e ǔ ó	grammatical
a i u à I a a g A o s a ò n Y L w Q Q ó j a ò X z ǒ t B A	grammatical
a p Z E à D D ǔ ě u N k J a H H N r A é è N a r a w k K a	grammatical
a x a à a o g á C K L a G á M j J N a l e i b Z U ǎ u Q P	grammatical
g s a j R T k ǎ i Z a T v I Z a i ě I t O a è Q k a é è ú	grammatical
i ò G a O a H L a a i ǎ Z p J l l A W F j r M a O k f L T	grammatical
j i è x O r w T w C á g G a m l a g i L h a D K a G R F a	grammatical
l F j P a ǒ u a B ó a N J á p Q s è ù s V ù ǒ à a a h n e	grammatical
m l r a ú U ě a a ě a M Q a ú s à z w c b I Z h J K H C Y	grammatical
o F R q H ò a j R z D v C ě Z S S W h a a Q n A a z a s A	grammatical
p a ó z E B i V a a z a a k ǒ O E V r ǔ ù F l d M k Q q C	grammatical
r ù Y Y a á G N x a j u E x g y P ó k m H a A a k à W a P	grammatical
s N p a u ǎ r A v ù p D E é s Y j s n R a R a K o ú a a t	grammatical
t q ǔ k a C z à Z G ǔ J u a a O a a n k j n ǔ R v H B e m	grammatical
v a à I m a G à E a a a i K o o X b T e O ò S u k ú m q n	grammatical
x ǎ ǒ E a H a I V é R è O A V l a g ǎ p z J ò ò D ù a a o	grammatical
y S C z U w y a i n a ú è a è n A O y w R a u y é o a ǔ j	grammatical
ù ǔ Q s j b D o f T è D ǒ a d O V s T s M ǒ l ò X i t F ě	ungrammatical
ǔ ǒ q M Z q I ǔ W B è t á z G H z r t f f E g á ù s y C k	ungrammatical
á H c G k J r b p E Y I v K m S O u c X ù B y ú á V m u a	ungrammatical
à L w w g b x w à C r z ǔ b z W q ó m V T p L s C e a i é	ungrammatical
